timestamp,gyro1,gyro2,gyro3,accel1,accel2,accel3,label
1509655668208,-0.0269311890006,-0.00966760702431,0.0424949713051,0.186149179935,3.82713150978,8.40065479279,Standing
1509655668388,-0.0315126776695,-0.00814044382423,0.0418841056526,0.612915635109,3.64816474915,8.26298904419,Standing
1509655668569,-0.0315126776695,-0.00722414627671,0.0428004041314,0.578798234463,3.66731834412,8.18038845062,Standing
1509655668750,-0.0290692187846,-0.00416981987655,0.039135210216,0.23882162571,3.72717356682,8.12651920319,Standing
1509655668931,-0.0305963810533,-0.00630784826353,0.0424949713051,0.23702596128,3.84808063507,8.42759037018,Standing
1509655669111,-0.0278474874794,-0.000199195928872,0.0415786728263,-0.32620999217,4.00549936295,8.39167690277,Standing
1509655669290,-0.0339561402798,-0.00539155025035,0.0415786728263,0.186747729778,3.65953731537,8.86153888702,Standing
1509655669470,-0.0299855172634,-0.00752957863733,0.04127324,0.149039059877,3.81695604324,8.09778881073,Standing
1509655669650,-0.0342615731061,-0.0032535220962,0.04127324,0.259172320366,4.06715011597,7.9649105072,Standing
1509655669831,-0.0287637859583,-0.0032535220962,0.0409678071737,-0.196923092008,4.34966611862,7.77457141876,Other
1509655670011,-0.0357887372375,-0.0032535220962,0.039135210216,-0.184353530407,4.39036750793,8.04332065582,Other
1509655670191,-0.0309018138796,-0.000504628289491,0.0400515124202,-0.520738840103,4.525639534,7.88171195984,Walking
1509655670394,-0.0312072467059,-0.00264265667647,0.0421895384789,-0.208894103765,4.46817874908,7.98466253281,Walking
1509655670560,-0.0315126776695,-0.00539155025035,0.0443275645375,-0.162805721164,4.38976860046,7.84460163116,Walking
1509655670730,-0.0324289761484,-0.00203179148957,0.0400515124202,0.0167594123632,4.44722986221,7.85238313675,Walking
1509655670910,-0.0312072467059,-0.00539155025035,0.0400515124202,-0.0335188247263,4.43406152725,7.89248609543,Walking
1509655671090,-0.0318181142211,-0.00875130947679,0.0415786728263,-0.204105690122,4.49092388153,8.08581733704,Walking
1509655671271,-0.0296800844371,-0.00233722431585,0.0400515124202,0.0610521435738,4.41610527039,7.89547872543,Walking
1509655671451,-0.026320323348,-0.00447525270283,0.0409678071737,0.07900865376,4.37660074234,7.74643945694,Walking
1509655671631,-0.0296800844371,-0.00783501099795,0.0440221354365,-0.105344876647,4.39036750793,8.17320632935,Walking
1509655671812,-0.0315126776695,-0.00203179148957,0.0415786728263,0.185550630093,4.32392835617,8.05170059204,Walking
1509655671993,-0.0287637859583,-0.00539155025035,0.0464655943215,-0.279523044825,4.46997451782,7.98226833344,Walking
1509655672176,-0.0299855172634,-0.00630784826353,0.04127324,-0.405817180872,4.5238442421,8.04751014709,Walking
1509655672352,-0.0293746516109,-0.0032535220962,0.0421895384789,-0.207098454237,4.53342103958,7.708132267,Walking
1509655672532,-0.0302909500897,-0.000199195928872,0.04127324,-0.05925649032,4.4597992897,7.79133081436,Walking
1509655672712,-0.0281529203057,-0.00691871345043,0.0428004041314,-0.00359130254947,4.37839651108,7.87273359299,Walking
1509655672893,-0.0287637859583,-0.0032535220962,0.0424949713051,-0.190937578678,4.36881971359,8.33661079407,Walking
1509655673073,-0.0302909500897,-0.00783501099795,0.0443275645375,-0.216675251722,4.49870491028,7.9954366684,Walking
1509655673254,-0.0238768644631,-0.00752957863733,0.0458547323942,-0.121505737305,4.41550636292,7.95353794098,Other
1509655673433,-0.0257094595581,-0.00447525270283,0.0446330010891,-0.351947635412,4.70520496368,7.64528465271,Other
1509655673613,-0.0287637859583,-0.00172635912895,0.043411269784,-0.243610024452,4.72256278992,7.58722496033,Other
1509655673795,-0.0324289761484,-0.00172635912895,0.0385243445635,-0.205302789807,4.6285905838,7.86495256424,Other
1509655673974,-0.0336507074535,-0.00752957863733,0.0415786728263,-0.192733243108,4.51067590714,8.07624053955,Other
1509655674155,-0.0272366218269,-0.0032535220962,0.043411269784,-0.00239420169964,4.33530092239,8.02356815338,Other
1509655674335,-0.0260148923844,-0.00294808950275,0.0394406467676,-0.0921767652035,4.45560932159,8.15644645691,Other
1509655674515,-0.0290692187846,-0.0038643872831,0.0440221354365,0.0568622909486,4.47835445404,7.91882228851,Other
1509655674702,-0.0318181142211,-0.0038643872831,0.0421895384789,0.272340446711,4.46398925781,7.63331365585,Other
1509655674876,-0.0290692187846,-0.00691871345043,0.043411269784,-0.11851298064,4.52085113525,7.92001914978,Other
1509655675057,-0.028458353132,-0.00508611788973,0.0415786728263,-0.141856446862,4.63397741318,8.24323654175,Other
1509655675236,-0.0260148923844,-0.00600241543725,0.0421895384789,-0.352546215057,4.74770212173,8.17021369934,Other
1509655675416,-0.0272366218269,-0.00600241543725,0.0449384301901,-0.475249052048,4.55915880203,8.0505027771,Other
1509655675600,-0.0293746516109,-0.0038643872831,0.0409678071737,-0.553060591221,5.01226139069,7.57345867157,Other
1509655675790,-0.0309018138796,-0.00203179148957,0.0418841056526,-0.478241801262,5.11162042618,7.34181928635,Other
1509655675955,-0.0339561402798,-0.00416981987655,0.0403569415212,-0.129286885262,5.56472349167,7.39868164062,Other
1509655676135,-0.0275420546532,-0.00630784826353,0.043411269784,0.447117179632,6.15489387512,7.2167224884,Other
1509655676316,-0.0290692187846,-0.00508611788973,0.04127324,-0.354940414429,5.81252336502,7.09282255173,Other
1509655676496,-0.0312072467059,-0.00264265667647,0.0428004041314,-0.341173738241,6.11778402328,7.29273843765,Other
1509655676676,-0.0281529203057,-0.00630784826353,0.0443275645375,0.034715924412,6.23689556122,6.40987634659,Other
1509655676858,-0.0247931610793,-0.00539155025035,0.0406623743474,-0.323815792799,6.69897651672,5.93103599548,Other
1509655677038,-0.0272366218269,-0.00722414627671,0.04127324,-0.377086758614,6.85280370712,6.07768106461,Other
1509655677219,-0.0244877301157,-0.0038643872831,0.0421895384789,-0.328005641699,7.08025312424,5.93522596359,Other
1509655677398,-0.0287637859583,-0.00355895468965,0.0403569415212,-0.496198296547,7.25802230835,5.82748699188,Other
1509655677578,-0.0312072467059,-0.00539155025035,0.0428004041314,-0.487220048904,7.05810642242,6.16746377945,Other
1509655677759,-0.0318181142211,-0.00539155025035,0.0406623743474,-0.457891076803,6.78636455536,6.03398704529,Other
1509655677939,-0.026320323348,-0.00111549347639,0.0440221354365,-0.198718741536,7.06648635864,5.80773496628,Other
1509655678172,-0.0312072467059,-0.00355895468965,0.0406623743474,-0.409408479929,7.1832036972,5.76224517822,Other
1509655678309,-0.028458353132,-0.00355895468965,0.0418841056526,-0.360327363014,7.16943693161,5.78259563446,Other
1509655678479,-0.0302909500897,-0.00875130947679,0.0464655943215,-0.668580830097,7.08025312424,5.75326681137,Other
1509655678659,-0.0327344089746,-0.00508611788973,0.0400515124202,-0.609922885895,6.55831718445,6.46135187149,Other
1509655678840,-0.0348724387586,-0.00600241543725,0.0406623743474,-0.648230135441,6.68580818176,6.38713169098,Other
1509655679020,-0.0269311890006,-0.00752957863733,0.0467710271478,-1.00496613979,6.36498498917,5.9226565361,Other
1509655679200,-0.0302909500897,-0.0032535220962,0.0421895384789,0.162805721164,6.41227054596,7.67640924454,Other
1509655679380,-0.0257094595581,-0.00233722431585,0.0409678071737,0.117315880954,6.23809242249,7.31488466263,Other
1509655679561,-0.0318181142211,-0.00416981987655,0.0443275645375,-0.657806932926,6.39491271973,6.8899140358,Other
1509655679741,-0.0287637859583,-0.0032535220962,0.0431058369577,0.169988319278,5.91068553925,7.27298641205,Other
1509655679921,-0.0290692187846,-0.00630784826353,0.0440221354365,0.586579442024,5.69879865646,7.35738182068,Running
1509655680137,-0.0305963810533,-0.00814044382423,0.0421895384789,0.572812736034,5.9046998024,7.03536176682,Running
1509655680280,-0.0278474874794,-0.0038643872831,0.0424949713051,0.707486629486,6.00525617599,6.81270074844,Running
1509655680715,-0.0272366218269,-0.00508611788973,0.0428004041314,0.593762040138,6.04356384277,6.69658231735,Running
1509655680778,-0.0281529203057,-0.00508611788973,0.0458547323942,0.363320112228,6.1949968338,7.00663137436,Running
1509655680820,-0.0302909500897,-0.00600241543725,0.0446330010891,0.171783968806,6.2769985199,6.69418811798,Running
1509655681000,-0.0324289761484,-0.00752957863733,0.043716698885,0.549469292164,6.27340698242,6.65228939056,Running
1509655681180,-0.0302909500897,-0.00539155025035,0.0443275645375,0.524928748608,6.13753604889,6.87375307083,Running
1509655681361,-0.0254040267318,-0.00600241543725,0.0452438667417,0.578798234463,6.2117562294,6.85340213776,Running
1509655681541,-0.0287637859583,-0.00172635912895,0.0424949713051,0.43873745203,6.22492456436,6.87016201019,Running
1509655681722,-0.0299855172634,-0.00478068506345,0.0428004041314,0.289698392153,6.24288082123,6.81629228592,Running
1509655681902,-0.0324289761484,-0.00752957863733,0.043716698885,0.0837970599532,6.42484045029,6.74626207352,Running
1509655682082,-0.0272366218269,-0.00691871345043,0.0388297811151,0.0137666594237,6.37695646286,6.61757326126,Other
1509655682295,-0.0290692187846,-0.00691871345043,0.043716698885,-0.144849196076,6.43501567841,6.79534292221,Other
1509655682467,-0.0257094595581,-0.00600241543725,0.0452438667417,-0.0430956296623,6.42244625092,6.83903694153,Other
1509655682624,-0.0296800844371,-0.0032535220962,0.0446330010891,0.0424970798194,6.46494293213,6.62774896622,Other
1509655682801,-0.0342615731061,-0.00752957863733,0.0415786728263,0.0909796655178,6.45416927338,6.50624322891,Other
1509655682982,-0.0281529203057,-0.00569698307663,0.0385243445635,0.148440510035,6.37336492538,6.7408747673,Other
1509655683162,-0.0309018138796,-0.00722414627671,0.04127324,0.0269347690046,6.48708963394,6.66904878616,Other
1509655683343,-0.0315126776695,-0.00508611788973,0.0403569415212,0.0688332989812,6.44519090652,6.6510925293,Other
1509655683523,-0.0348724387586,-0.00569698307663,0.0409678071737,0.0580593906343,6.47212553024,6.63313579559,Other
1509655683703,-0.0321235433221,-0.0038643872831,0.0406623743474,0.0287304203957,6.45416927338,6.70556020737,Other
1509655683884,-0.0299855172634,-0.00814044382423,0.043411269784,0.0508767850697,6.47212553024,6.76721096039,Other
